WARM01,"Anaerobic digestion of Grains; Dry digestion, Cured"
WARM02,"Anaerobic digestion of Beef; Dry digestion, Cured"
WARM03,"Anaerobic digestion of Food Waste (meat only); Dry digestion, Cured"
WARM04,"Anaerobic digestion of Poultry; Dry digestion, Cured"
WARM05,"Anaerobic digestion of Bread; Dry digestion, Cured"
WARM06,"Anaerobic digestion of Food Waste; Dry digestion, Cured"
WARM07,"Anaerobic digestion of Food Waste (non-meat); Dry digestion, Cured"
WARM08,"Anaerobic digestion of Dairy Products; Dry digestion, Cured"
WARM09,"Anaerobic digestion of Mixed Organics; Dry digestion, Cured"
WARM10,"Anaerobic digestion of Fruits and Vegetables; Dry digestion, Cured"
WARM11,MSW composting of Food Waste (meat only)
WARM12,MSW composting of Food Waste
WARM13,"MSW landfilling of Food Waste (meat only); National average LFG recovery, typical collection, National average conditions"
WARM14,MSW combustion of Food Waste (meat only)
WARM15,MSW combustion of Food Waste
WARM16,"MSW landfilling of Food Waste; National average LFG recovery, typical collection, National average conditions"
WARM17,"MSW landfilling of Food Waste (non-meat); National average LFG recovery, typical collection, National average conditions"
WARM18,MSW combustion of Food Waste (non-meat)
WARM19,MSW composting of Food Waste (non-meat)
WARM20,MSW composting of Beef
WARM21,MSW combustion of Beef
WARM22,"MSW landfilling of Beef; National average LFG recovery, typical collection, National average conditions"
WARM23,"MSW landfilling of Bread; National average LFG recovery, typical collection, National average conditions"
WARM24,MSW combustion of Bread
WARM25,MSW composting of Bread
WARM26,MSW composting of Dairy Products
WARM27,"MSW landfilling of Dairy Products; National average LFG recovery, typical collection, National average conditions"
WARM28,MSW combustion of Dairy Products
WARM29,"MSW landfilling of Fruits and Vegetables; National average LFG recovery, typical collection, National average conditions"
WARM30,MSW composting of Fruits and Vegetables
WARM31,MSW combustion of Fruits and Vegetables
WARM32,"MSW landfilling of Grains; National average LFG recovery, typical collection, National average conditions"
WARM33,MSW combustion of Grains
WARM34,MSW composting of Grains
WARM35,MSW combustion of Mixed Organics
WARM36,MSW composting of Mixed Organics
WARM37,"MSW landfilling of Mixed Organics; National average LFG recovery, typical collection, National average conditions"
WARM38,MSW combustion of Poultry
WARM39,MSW composting of Poultry
WARM40,"MSW landfilling of Poultry; National average LFG recovery, typical collection, National average conditions"
WARM41,MSW recycling of Concrete
WARM42,MSW landfilling of Concrete
WARM43,MSW recycling of PET
WARM44,MSW landfilling of PET
WARM45,MSW combustion of PET
WARM46,MSW combustion of Aluminum Cans
WARM47,MSW landfilling of Aluminum Cans
WARM48,MSW recycling of Aluminum Ingot
WARM49,MSW landfilling of Aluminum Ingot
WARM50,MSW recycling of Aluminum (Electronics)
WARM51,MSW combustion of Aluminum Ingot
WARM52,MSW recycling of Aluminum Cans
WARM53,MSW recycling of Aluminum Cans (Energy)
